Transaction_ID,Customer_ID,Name,Email,Age,Gender,Country,Region,City,Product_Category,Quantity,Unit_Price,Total_Amount,Order_Date,Payment_Method,Order_Status
T122912,C03041,Shelly Suarez,rebecca42@example.net,,Female,India,South,South Lisabury,Furniture,3.0,246.42,798.58,2025-07-14,Net Banking,Pending
T112402,C07241,Dennis Watson,angela68@example.com,24.0,,USA,North,Johnstonborough,Grocery,3.0,305.12,989.24,2026-03-06,Debit Card,Completed
T122496,C01290,Andrew Duncan,hwood@example.com,58.0,Female,Brazil,South,Lake Andrewmouth,sports,2.0,181.87,395.1,2024-08-02,Net Banking,Cancelled
T101647,C02934,Richard Baker,carl66@example.org,29.0,Female,USA,West,New Christopher,Sport,9.0,240.56,2248.02,2025-08-10,Debit Card,Returned
T100450,C01790,Denise Marshall,jonesdonna@example.net,55.0,Female,USA,West,Michelletown,Furniture,8.0,76.22,642.53,2024-12-11,Credit Card,Returned
T117604,C04778,Albert Brown,ymartinez@example.net,49.0,,USA,West,Port Benjaminhaven,Beauty,,234.41,,2024-11-11,,Returned
T120223,C00226,Candice Baxter,donnaturner@example.net,,Female,Japan,East,Martinezburgh,Book,2.0,90.77,184.54,2025-04-30,Credit Card,Returned
T117134,C00557,Nancy Cantrell,hbaldwin@example.net,26.0,,France,Central,Millerview,books,5.0,6.95,34.92,2024-12-20,,Cancelled
T112037,C07753,Peter Gamble,thomas60@example.com,,Female,Canada,North,South Sheena,Beauty,5.0,37.41,198.03,2026-01-22,UPI,Returned
T113735,C00234,Ricardo Moran,christopher75@example.net,43.0,Male,USA,West,Ashleyshire,Books,10.0,483.15,5055.9,2025-01-25,Debit Card,Cancelled
T105284,C04837,Devin Rosales,courtney47@example.net,75.0,Other,Brazil,South,Floresstad,Clothing,1.0,468.61,425.47,2026-03-25,Cash,Completed
T114557,C06387,Zachary Estes,rachel75@example.net,24.0,,India,South,Lake David,Groceries,8.0,106.46,813.43,2025-04-10,Cash,Cancelled
T111029,C03049,Melanie Wheeler,jhoover@example.net,46.0,Male,USA,West,New Deniseborough,sports,9.0,425.77,4148.16,2025-09-24,,Pending
T119604,C06279,Shawn Vargas,williamjackson@example.org,68.0,Male,UK,West,North Kevinshire,Book,3.0,400.38,1316.95,2024-09-03,Debit Card,Completed
T108644,C05386,Nicole Anthony,manuel37@example.com,24.0,Male,UK,West,Joannafort,ELECTRONICS,3.0,460.25,1495.36,2025-01-09,,Completed
T100895,C00666,Cindy Bradley,rachel81@example.com,27.0,Male,USA,North,Carolynhaven,Clothing,3.0,112.68,329.56,2025-12-03,Debit Card,Cancelled
T119445,C01118,Andrea Walker,christopheranderson@example.org,,Other,USA,North,Port Jamesview,books,,442.17,,2025-11-09,,Cancelled
T103208,C01238,Phillip White,burtonjohn@example.org,71.0,Other,Germany,Central,Edwinland,Groceries,4.0,475.59,1937.31,2025-04-25,Debit Card,Returned
T103074,C04055,Lauren West,johnathan63@example.net,55.0,Male,France,Central,Melaniemouth,Groceries,4.0,247.05,1015.32,2025-09-30,,Returned
T111668,C03135,Edward Bennett,mcompton@example.org,18.0,,USA,North,,CLOTHING,4.0,325.42,1274.89,2025-10-06,Cash,Returned
T120709,C02648,Randy Schneider,meghanmarshall@example.org,43.0,,India,South,New Maria,sports,5.0,129.72,632.51,2025-06-14,Credit Card,Pending
T122237,C07748,Kathleen Lyons,bobby73@example.org,,Male,Germany,Central,Snyderberg,Books,5.0,160.69,839.41,2025-03-16,Cash,Cancelled
T113284,C00260,Stacey Baker,tristanmiller@example.com,39.0,Male,Germany,Central,Hannahfort,Books,9.0,319.52,2988.36,2026-01-26,Credit Card,Completed
T120719,C03769,Keith Mahoney,,18.0,Female,France,Central,Brandonchester,CLOTHING,3.0,458.06,1338.69,2025-09-30,Debit Card,Pending
T113025,C06671,Mary Jordan,brenda79@example.org,26.0,Other,USA,North,Annport,BEAUTY,9.0,219.12,2003.98,2025-10-19,Net Banking,Pending
T119158,C05609,Anthony Melton,georgescott@example.org,,Female,USA,North,Maryberg,Grocery,6.0,73.78,399.26,2026-02-21,UPI,Completed
T108157,C05174,Laura Morris,christine00@example.net,64.0,Male,France,Central,South Johnton,Furniture,8.0,403.19,2946.46,2025-09-29,Net Banking,Returned
T110110,C07778,Eric Lin,charlesmiller@example.org,41.0,Male,USA,North,Christopherville,clothing,9.0,280.88,2488.29,2025-08-20,Cash,Returned
T119153,C07995,Kevin Dennis,troyharris@example.org,48.0,,Japan,East,East Stacie,books,9.0,475.31,4647.85,2025-04-25,,Pending
T113624,C07972,Kevin Rowland,qsanchez@example.net,42.0,Female,India,South,New Thomasbury,BEAUTY,9.0,350.77,3061.8,2025-06-05,Cash,Completed
T104056,C03771,Haley Armstrong,longdebra@example.org,75.0,Other,Japan,East,Heatherchester,clothing,5.0,82.0,390.43,2024-07-21,Credit Card,Returned
T108470,C07474,Daniel Johnson,qanderson@example.net,,Other,Germany,Central,East Robert,clothing,10.0,41.7,408.88,2026-05-24,Credit Card,Pending
T106262,C00758,Kenneth Rollins,hingram@example.org,20.0,Male,USA,North,West Dennis,beauty,4.0,77.16,313.94,2025-04-11,,Pending
T105070,C07740,Daniel Ewing,hbaker@example.com,39.0,Male,France,Central,Albertside,Cloths,2.0,378.45,697.29,2025-02-28,Cash,Cancelled
T102026,C04941,Christopher Trujillo,daniellethomas@example.org,32.0,Female,USA,North,New Joseburgh,BEAUTY,2.0,197.86,417.56,2024-08-19,Cash,Returned
T113914,C02320,Derrick Griffin,bobby69@example.net,18.0,Female,Brazil,South,North Marcusview,furniture,5.0,261.19,1329.54,2025-04-06,Cash,Cancelled
T113089,C01968,Karen Reed,uking@example.com,67.0,Female,China,East,West Donnaside,Beauty,,437.23,,2025-02-13,Debit Card,Returned
T112393,C04814,Robert Hodges,hdavis@example.net,73.0,Other,UK,West,East Marcside,Electronic,1.0,177.6,194.03,2025-03-18,Credit Card,Pending
T123845,C06790,Julie Roman,watsondennis@example.com,16.0,Female,France,Central,,Sport,9.0,471.47,4254.16,2025-04-19,Cash,Returned
T116061,C04585,Timothy Holland,roy91@example.net,29.0,Female,Brazil,South,West Lisa,books,3.0,462.87,1420.14,2025-08-01,Net Banking,Returned
T111771,C07367,Heidi Smith,creed@example.net,22.0,Female,USA,North,Chavezview,BEAUTY,3.0,238.5,652.95,2026-04-07,UPI,Pending
T116198,C02426,Brandon Ward,pshannon@example.org,,Other,Brazil,South,East Davidview,sports,8.0,273.41,2262.96,2026-05-18,UPI,Cancelled
T106169,C06122,Jordan Webster,angela87@example.org,70.0,Male,UK,West,Mistyland,Electronics,3.0,189.66,544.33,2024-08-27,Cash,Returned
T106555,C01423,Alison Moss,joyce72@example.com,46.0,Male,Japan,East,Mooretown,Sport,10.0,355.35,3579.25,2025-09-22,Debit Card,Returned
T119697,C06015,Robert Wright,tbarr@example.com,38.0,Male,USA,West,Gutierrezport,books,9.0,244.92,2109.55,2026-06-03,,Completed
T118851,C02913,Sherry Riddle,eric02@example.org,55.0,Female,India,South,Port Christian,Beauty,8.0,246.89,1825.76,2025-08-03,Credit Card,Pending
T113989,C00512,Mark Lewis,daniel91@example.net,22.0,,France,Central,New Misty,Sports,4.0,300.29,1236.14,2025-05-12,UPI,Returned
T104224,C02464,Erin Kelly,vegaashley@example.org,27.0,Male,USA,West,Lake Justin,furniture,2.0,469.74,880.71,2025-02-04,Cash,Returned
T102251,C06421,Andrew Morales,elizabethkirk@example.com,37.0,Female,China,East,Boyerborough,Clothing,7.0,8.51,61.56,2025-05-20,Credit Card,Completed
T103886,C07186,Timothy Vasquez,erika16@example.org,34.0,Other,Japan,East,Mendezstad,Groceries,4.0,396.29,1519.48,2026-05-12,Net Banking,Returned
T101828,C07300,Tracie Johnson,drobinson@example.org,50.0,Male,Brazil,South,Port Kimberly,Book,4.0,486.11,1965.33,2025-03-18,UPI,Completed
T116124,C04257,Anthony Dominguez,kayla43@example.net,51.0,Female,USA,North,Rodriguezmouth,Grocery,3.0,434.35,1229.01,2024-09-28,Credit Card,Cancelled
T102876,C04504,Kimberly Booker,manuel87@example.org,,Male,Germany,Central,North Connie,Electronic,10.0,138.92,1368.56,2025-12-17,Cash,Pending
T112193,C06158,Javier Chen,ryan31@example.com,43.0,Other,France,Central,Elizabethshire,CLOTHING,1.0,98.67,89.17,2025-04-23,Net Banking,Returned
T103560,C06779,Stephen Shannon,gstephens@example.com,42.0,,USA,North,Sanchezland,FURNITURE,9.0,394.05,3853.99,2024-10-06,Credit Card,Cancelled
T108439,C01268,Cristian Brewer,elizabethjones@example.net,23.0,Male,China,East,Kramerfort,Grocery,6.0,449.21,2567.54,2025-08-07,UPI,Completed
T114891,C06569,Lauren Porter,franciscogarcia@example.net,17.0,Female,China,East,Laurafort,Sport,9.0,471.27,4314.26,2025-06-21,Debit Card,Completed
T104098,C07502,Brendan Frederick MD,cassandramcpherson@example.org,24.0,,Brazil,South,Brightburgh,beauty,7.0,177.97,1298.47,2025-09-19,Debit Card,Pending
T104722,C05771,Courtney Campbell,brian57@example.org,28.0,,France,Central,Vernonmouth,clothing,1.0,428.17,429.37,2025-09-10,Debit Card,Cancelled
T108631,C06104,Lori Morrison,dawntodd@example.net,38.0,Female,USA,West,New Adam,Grocery,5.0,263.98,1319.73,2026-07-10,Credit Card,Returned
T114016,C06998,Connie Porter,keithjuarez@example.com,30.0,Female,USA,North,Michaelborough,grocery,10.0,86.93,952.38,2025-12-10,Credit Card,Cancelled
T121017,C02791,Dr. Christina Allen,william39@example.com,28.0,Other,USA,West,South Laura,CLOTHING,5.0,387.06,1908.15,2025-03-23,Credit Card,Cancelled
T121338,C05314,Heather Lopez,robert72@example.com,71.0,Other,France,Central,Veronicafort,books,5.0,231.0,1255.38,2025-06-20,Cash,Completed
T108971,C05226,Tiffany Fox,gabriellerich@example.org,41.0,Female,India,South,West Timothy,Clothing,5.0,439.77,2132.61,2025-06-13,Credit Card,Completed
T108973,C00219,Michael Coleman,rmartinez@example.net,70.0,Female,Germany,Central,New Emilymouth,BEAUTY,3.0,462.18,1401.97,2025-11-23,UPI,Cancelled
T104118,C07131,Steve Dawson,laurawilliams@example.org,73.0,,Canada,North,Emmachester,beauty,6.0,81.6,527.23,2025-07-02,Debit Card,Completed
T112593,C03146,Willie Lynch,,54.0,Male,Canada,North,North Melissa,Beauty,9.0,457.93,4210.74,2025-02-15,UPI,Cancelled
T107155,C00558,Thomas Rosales,petersenmary@example.org,68.0,,India,South,Martinezside,sports,4.0,19.25,70.61,2025-02-20,Cash,Cancelled
T101584,C00246,Antonio Ramsey,sarah31@example.net,,Male,Canada,North,Port Timothychester,CLOTHING,1.0,235.1,240.03,2025-04-24,Cash,Pending
T108948,C00678,Christian Sawyer,timothy81@example.com,34.0,Female,USA,North,Stevenport,BEAUTY,5.0,402.09,1862.64,2025-11-20,UPI,Returned
T108350,C05606,Donald Decker,brian13@example.net,30.0,Male,USA,North,New Jacob,Clothing,6.0,335.8,1996.4,2025-10-09,Credit Card,Pending
T109428,C02457,Bruce Ramsey,anthonyrojas@example.com,55.0,,Germany,Central,Wintersside,Book,5.0,299.83,1563.46,2025-06-12,Net Banking,Cancelled
T104880,C06404,Carol Mendoza,meganmonroe@example.net,74.0,Other,China,East,West Kristina,Electronic,6.0,92.99,587.0,2024-07-29,UPI,Completed
T117413,C04534,Stephen Duncan,paulwilliams@example.org,,Other,France,Central,South Patrickchester,grocery,4.0,41.79,168.43,2026-03-07,UPI,Cancelled
T112895,C03256,Austin Harris,ssims@example.com,27.0,,Canada,North,Munozmouth,beauty,4.0,466.82,1752.77,2024-12-10,Cash,Completed
T108916,C00050,April Craig,zwong@example.com,56.0,Other,Brazil,South,West Tiffany,BEAUTY,10.0,139.67,1425.94,2025-06-29,UPI,Pending
T116221,C00391,Matthew Thompson,irwindavid@example.com,46.0,Male,Canada,North,North Angela,Electronics,2.0,170.42,327.06,2024-07-25,Credit Card,Returned
T105188,C07780,Shelia Phillips,jerrylee@example.net,,Male,Germany,Central,Port Gregoryland,electronics,1.0,371.64,382.83,2024-11-15,UPI,Pending
T114547,C07516,Catherine Jensen,cynthiaduncan@example.net,53.0,Other,China,East,North Ashley,Beauty,9.0,120.92,1118.52,2024-11-10,Cash,Pending
T101101,C07191,Jennifer Hernandez,brittanyandrews@example.net,18.0,,Germany,Central,South Johnshire,furniture,9.0,38.13,314.84,2025-03-12,UPI,Returned
T103481,C03297,Claudia Smith DDS,peterdawson@example.org,37.0,Male,India,South,West Erikafurt,electronics,3.0,456.21,1339.44,2025-05-01,Credit Card,Cancelled
T109461,C03664,Laura Harrison,gonzalescarolyn@example.org,20.0,Male,Canada,North,Richardsonmouth,Sports,3.0,486.89,1413.44,2025-03-04,Cash,Returned
T105163,C00720,Pedro Davis,travisbrady@example.net,19.0,Male,India,South,North Kevin,sports,7.0,422.16,3209.83,2024-08-29,Net Banking,Completed
T122374,C04961,Tammy Williams,latoya92@example.net,31.0,Female,India,South,Howardport,Sport,,456.55,,2024-08-10,Credit Card,Pending
T117833,C01772,Natasha Tyler,cisnerosscott@example.net,,Male,USA,North,Jacquelineborough,sports,6.0,79.62,507.76,2025-12-25,,Returned
T111112,C00457,David Evans,colebrian@example.com,57.0,,Japan,East,Mathewhaven,grocery,9.0,127.06,1204.21,2025-06-21,Debit Card,Returned
T114477,C02759,Tammy Travis,matthewsmith@example.com,,Male,Germany,Central,Hawkinsport,Furniture,10.0,63.0,680.82,2026-05-25,UPI,Returned
T124565,C05338,Tanya Mendoza,williamwilliams@example.org,69.0,Female,USA,North,Walkerfurt,Grocery,7.0,227.29,1643.91,2024-09-02,Credit Card,Returned
T113061,C00677,Cynthia Bush,rebecca06@example.org,32.0,Female,China,East,Ericastad,CLOTHING,8.0,29.02,224.24,2024-07-26,Cash,Returned
T110475,C05418,Victor Gonzales,bnielsen@example.net,44.0,Female,China,East,Traceychester,BEAUTY,4.0,352.42,1412.74,2025-02-22,Cash,Cancelled
T110864,C04335,Sheila Poole,millermichael@example.net,75.0,Other,USA,North,North Williamville,Sports,9.0,72.93,683.52,2026-05-25,UPI,Cancelled
T117864,C06089,Jacob Armstrong DVM,harrismegan@example.net,51.0,Male,India,South,North Jessicaland,Beauty,10.0,274.31,2608.63,2026-04-09,UPI,Cancelled
T116799,C05566,Morgan Zhang,allensherry@example.net,,Male,UK,West,Moraside,Clothing,1.0,388.34,367.25,2026-01-06,UPI,Completed
T115088,C06990,Maria Deleon,brandon75@example.net,59.0,Male,Germany,Central,South Charleston,Beauty,1.0,162.97,176.37,2025-10-21,Cash,Completed
T109301,C04305,Carolyn Reid,xlopez@example.net,46.0,,India,South,Michaelmouth,ELECTRONICS,3.0,217.01,665.92,2024-08-05,,Returned
T111920,C07828,David Thompson,hansentimothy@example.org,47.0,Other,Brazil,South,Laraside,furniture,6.0,48.17,316.45,2024-12-17,Debit Card,Completed
T123710,C00563,Jason Dyer,rogerdunn@example.net,,Male,Japan,East,Lake Jason,ELECTRONICS,,59.32,,2026-06-03,,Cancelled
T104372,C06861,Leroy Williamson,charlesamy@example.com,67.0,Female,Canada,North,Russelltown,Books,6.0,21.8,121.22,2025-05-24,UPI,Completed
T114490,C03165,Michelle Jordan,uwhite@example.org,18.0,Other,Brazil,South,Lloydchester,books,1.0,471.62,481.0,2024-08-12,,Completed
T118830,C07769,Brian Jenkins,alexandrafitzgerald@example.org,42.0,Female,Japan,East,Russellland,Sports,8.0,199.42,1677.95,2025-01-31,Net Banking,Pending
T121701,C03966,Brandon Weaver,troynoble@example.org,47.0,,India,South,Port Rebeccamouth,Books,1.0,377.15,344.24,2024-11-04,UPI,Returned
T103371,C01340,Aaron Barnes,walshscott@example.net,42.0,,Canada,North,Jamesville,beauty,10.0,301.73,2994.27,2024-11-28,Debit Card,Returned
T101558,C02014,Cheryl Hunter,colemanjohn@example.com,29.0,Other,India,South,Laurenfurt,Beauty,7.0,61.47,394.31,2026-01-30,Cash,Completed
T110086,C06278,Sheri Hobbs,susan04@example.com,51.0,Male,Germany,Central,Katherinechester,furniture,8.0,36.77,296.63,2024-10-14,Debit Card,Completed
T117446,C02488,Ashley Wallace,jamesmacdonald@example.org,44.0,Other,Brazil,South,Douglasview,Beauty,7.0,37.11,234.02,2025-06-02,Net Banking,Cancelled
T123643,C05348,David Mitchell,daniel90@example.net,58.0,Male,USA,West,South Jennifer,books,5.0,256.35,1231.02,2024-11-23,Debit Card,Cancelled
T111611,C05203,Jason Brown,garcialisa@example.net,45.0,Other,Canada,North,Kevinmouth,Books,,310.47,,2025-06-06,,Cancelled
T124940,C06394,Wendy Huff,yschultz@example.org,54.0,Female,Canada,North,New Henryport,Clothing,1.0,336.28,319.67,2024-08-10,Cash,Returned
T104143,C03898,William Hernandez,jessica26@example.net,64.0,Female,UK,West,Brownside,Electronics,3.0,482.17,1426.52,2024-07-29,Cash,Cancelled
T123729,C07631,Catherine Mcknight,thomasmarcus@example.org,28.0,Male,France,Central,Port Adamfurt,BEAUTY,9.0,359.19,3231.2,2025-09-29,Credit Card,Cancelled
T102384,C07288,Samuel Rodgers,wwatson@example.net,27.0,Other,Canada,North,East Julie,clothing,4.0,400.55,1572.15,2025-10-31,Cash,Cancelled
T124916,C00921,Daniel Graham,jmcdonald@example.net,62.0,Male,USA,North,Johnsonbury,Furniture,1.0,358.11,329.38,2026-02-27,UPI,Returned
T102036,C01915,Kevin Parker,brian64@example.net,,,UK,West,Jasonmouth,beauty,10.0,388.81,3942.41,2025-02-23,Cash,Completed
T109775,C07437,Rebecca Barnes,danny07@example.com,,Female,UK,West,New Claire,books,10.0,89.61,820.19,2026-01-30,Net Banking,Completed
T122792,C05589,Angela Meza,brett18@example.org,62.0,Female,India,South,Andersonmouth,BEAUTY,1.0,465.86,504.91,2026-05-24,Debit Card,Completed
T101523,C05868,Eric Rivera,fischerlaura@example.org,57.0,Other,France,Central,Chapmanmouth,Book,6.0,93.21,578.9,2025-05-08,Debit Card,Returned
T111304,C03617,Robert Arnold,,35.0,Other,Brazil,South,Nicholasshire,books,9.0,309.54,2964.32,2025-01-06,Debit Card,Cancelled
T119501,C06114,Monique Bell,liamy@example.org,31.0,,India,South,North Whitney,Beauty,6.0,484.61,2688.13,2025-11-17,Debit Card,Returned
T118986,C06415,Shannon Pratt,orobinson@example.net,75.0,,France,Central,East Vanessa,Sport,5.0,489.08,2555.46,2024-08-07,Cash,Cancelled
T112757,C07535,Connie Hall,lewisjessica@example.com,64.0,Other,France,Central,Cindyview,furniture,4.0,180.73,748.52,2025-10-25,Net Banking,Pending
T112949,C05124,Johnny Young,edgarbaker@example.com,68.0,Male,USA,North,Harrisonchester,grocery,10.0,99.26,962.22,2025-12-23,Cash,Completed
T106034,C06638,Melanie Thomas,tiffanywells@example.org,23.0,Other,Brazil,South,Wendyport,BEAUTY,8.0,136.38,1115.97,2025-10-29,Credit Card,Completed
T112468,C01861,Lisa Kline,karenwaller@example.com,23.0,,UK,West,East Angieton,Electronic,9.0,111.48,1033.76,2026-01-05,Credit Card,Cancelled
T113593,C03705,Kathryn Kelly,,29.0,Male,China,East,Hullfurt,beauty,1.0,21.85,21.3,2024-08-17,Cash,Returned
T118258,C02430,Jasmine Johnson,susan04@example.org,70.0,Other,Brazil,South,East Colleenland,grocery,2.0,358.07,706.04,2024-08-01,,Returned
T116712,C00248,Danielle Harris DVM,jillyoung@example.org,71.0,,USA,West,West Nataliehaven,Furniture,3.0,152.26,469.94,2025-08-11,Credit Card,Cancelled
T108992,C04190,Matthew Roberts DDS,cynthia67@example.org,18.0,Other,Japan,East,Fitzgeraldland,furniture,10.0,243.46,2264.58,2025-06-21,,Pending
T118936,C05424,Lori Jackson MD,allison76@example.com,59.0,,USA,West,Schmittmouth,Furniture,1.0,458.89,425.86,2024-10-19,,Completed
T104770,C06590,Nathan Cantrell,scott55@example.com,42.0,,China,East,Cohenbury,furniture,7.0,191.68,1458.63,2025-09-30,Net Banking,Completed
T103055,C04178,David Valencia,wperez@example.com,41.0,,USA,West,Port Matthewtown,Books,3.0,155.68,450.71,2025-02-28,Credit Card,Returned
T119354,C01047,Linda Robles,pamela27@example.com,29.0,Male,UK,West,Colemanchester,Books,5.0,344.28,1863.83,2025-05-15,Debit Card,Completed
T110999,C06040,Anthony Bennett,justinmosley@example.org,16.0,Male,Japan,East,South Kristi,electronics,4.0,314.44,1374.12,2025-01-16,Credit Card,Returned
T101148,C02754,Cody Reyes III,zbell@example.com,70.0,Other,Germany,Central,Kariburgh,furniture,,403.24,,2025-03-03,UPI,Returned
T105264,C06850,Brian Keller,rodney90@example.com,23.0,Female,France,Central,Robertsonside,Clothing,1.0,411.03,381.84,2024-08-30,Debit Card,Completed
T121364,C04043,Michael Barber,kellereric@example.org,35.0,Other,Japan,East,New Dianafurt,furniture,10.0,236.86,2214.27,2025-12-05,Cash,Returned
T104816,C05128,Robert Smith,patrick11@example.net,30.0,,USA,North,New Barbara,beauty,2.0,165.8,354.57,2024-10-10,UPI,Completed
T124101,C03024,Charles Stokes,guerreromelissa@example.com,24.0,Male,Brazil,South,South Christopher,Book,9.0,20.63,181.73,2025-08-07,Credit Card,Cancelled
T114523,C02786,Becky Jordan,martinezian@example.org,,Male,UK,West,Jamiestad,furniture,2.0,336.14,671.96,2026-01-28,Cash,Cancelled
T103724,C03228,Amber Dickerson,ruth54@example.com,51.0,Other,Germany,Central,New William,Book,,107.89,,2025-03-09,Cash,Pending
T109009,C00507,Teresa Williams,pamelagutierrez@example.net,NA,Other,Canada,North,Amyfort,Book,7.0,287.61,2130.9,2026-04-06,Cash,Cancelled
T122647,C05172,Julia Peterson,patrick56@example.net,39.0,Female,Germany,Central,Georgechester,Electronics,1.0,24.75,23.43,2024-10-28,UPI,Pending
T116558,C07195,Lisa Trujillo,wolfejustin@example.org,66.0,Other,USA,West,Rosariotown,Furniture,8.0,359.32,3038.24,2024-07-23,Net Banking,Completed
T122087,C02693,Ronald Cox,samuelbass@example.com,35.0,Male,China,East,Garcialand,Book,10.0,471.42,4681.71,2024-11-26,UPI,Completed
T121866,C00448,Brittany Downs,fletcheralyssa@example.org,22.0,,Japan,East,Samanthashire,Beauty,10.0,273.24,2636.0,2026-01-25,Net Banking,Returned
T122068,C01207,Tonya Mclaughlin,kelly37@example.net,70.0,Male,Germany,Central,West Nathanberg,FURNITURE,7.0,490.1,3178.37,2025-04-30,Cash,Returned
T116023,C00520,Scott Herman,robin00@example.net,24.0,Male,China,East,Jacquelinemouth,Electronics,9.0,357.16,3083.2,2025-06-27,Debit Card,Completed
T119162,C06261,Jennifer Wright,thomasryan@example.net,43.0,Other,Japan,East,Robinsonstad,sports,8.0,320.76,2622.75,2025-08-16,,Pending
T122626,C02689,Elizabeth George,julia40@example.org,32.0,Female,China,East,Lake Karinaburgh,Groceries,6.0,349.81,2151.64,2025-07-15,,Completed
T101593,C07441,Pamela Howard,omarturner@example.org,64.0,,Brazil,South,Port Sherryshire,books,5.0,280.22,1482.69,2024-10-23,,Returned
T108661,C04486,Jason Foster,brandonmullen@example.org,17.0,,China,East,West Jonathan,grocery,,466.46,,2026-05-08,,Pending
T107047,C00441,Patrick Brown,mcopeland@example.net,54.0,Other,France,Central,Port Jennifer,Beauty,10.0,164.57,1604.03,2026-06-16,Credit Card,Completed
T104622,C07036,Nathaniel Davis,charles78@example.org,41.0,,France,Central,New Adamville,CLOTHING,7.0,293.75,2018.63,2026-06-28,Net Banking,Completed
T117518,C00555,Mark Marshall,bernardjohnny@example.com,34.0,Male,UK,West,Stacymouth,Beauty,2.0,297.09,599.88,2024-09-17,Net Banking,Returned
T119169,C07129,Maria Bradley,martinezshawn@example.net,46.0,,UK,West,Thomasborough,Beauty,,197.76,,2026-01-14,Credit Card,Returned
T109292,C02212,Stacy Cross,laurastewart@example.com,19.0,Female,Canada,North,East David,Sport,5.0,116.24,623.77,2025-01-07,UPI,Returned
T108400,C04393,Michael Simon,qburton@example.org,,Female,USA,West,Cunninghamville,Books,10.0,109.45,1150.12,2024-08-09,UPI,Cancelled
T105172,C00992,Lisa Roberts,laurenenglish@example.net,26.0,Male,USA,West,East Sarah,sports,7.0,175.42,1275.6,2024-07-26,Credit Card,Cancelled
T102854,C06170,Richard Parsons,kingjulie@example.com,,Male,USA,North,New Jacquelinefort,furniture,2.0,198.27,434.05,2024-07-22,Net Banking,Returned
T103470,C01927,Michael Anderson,lisa30@example.com,49.0,Other,Canada,North,South Davidmouth,books,7.0,54.92,382.34,2026-06-18,Net Banking,Cancelled
T113362,C00510,Mrs. Christy Wiley,reneeowens@example.org,57.0,Female,USA,West,East Holly,Sport,7.0,127.69,828.08,2025-11-05,,Pending
T113557,C04988,Samantha Caldwell,anna88@example.com,41.0,Other,Germany,Central,Lake Diane,Groceries,3.0,23.24,73.74,2025-09-21,Credit Card,Cancelled
T118666,C04235,Todd Dunn,,61.0,,India,South,Davischester,beauty,8.0,285.55,2483.47,2025-10-29,Net Banking,Returned
T117832,C02687,Robert Meadows,brandi68@example.com,61.0,,France,Central,Curtisview,books,1.0,308.59,315.65,2025-12-11,Debit Card,Cancelled
T122886,C00767,Kenneth Dalton,rhall@example.org,,Other,India,South,North Joyfort,beauty,,239.86,,2024-09-30,Credit Card,Returned
T101435,C05834,Brianna Lee,ashley14@example.org,65.0,Other,China,East,Raymondberg,grocery,8.0,399.05,3129.43,2025-11-21,UPI,Cancelled
T113287,C00142,Brian Douglas,wanderson@example.net,35.0,Female,India,South,North Charles,furniture,7.0,125.91,917.37,2025-09-27,,Completed
T112443,C03018,Gregory Galloway,simmonsjoann@example.org,58.0,Female,Canada,North,Jacksontown,grocery,10.0,276.0,2511.39,2025-03-15,UPI,Pending
T108508,C07009,Ashley Mccoy,nunezlaura@example.com,31.0,Other,China,East,South Blake,furniture,1.0,142.22,150.23,2026-05-01,,Cancelled
T100207,C02767,Charles Hoover,thickman@example.org,41.0,,Japan,East,New Mary,Sport,4.0,137.93,587.95,2024-07-29,Debit Card,Returned
T105823,C00003,Julie Perkins,michaelschmidt@example.com,64.0,Male,USA,North,South Amanda,Sports,2.0,278.06,599.47,2024-09-18,Net Banking,Cancelled
T115836,C01861,Maria Terrell,collinselizabeth@example.com,61.0,Other,France,Central,Stephaniechester,ELECTRONICS,9.0,439.83,3641.81,2025-04-21,Credit Card,Completed
T113112,C02209,Dr. Joseph Clements Jr.,jeremygardner@example.net,64.0,,Japan,East,West Danielbury,Beauty,,403.09,,2026-01-07,,Returned
T117799,C06119,Leah Romero,bmoore@example.org,38.0,,France,Central,Curtisview,FURNITURE,9.0,206.67,2005.64,2025-09-20,Debit Card,Pending
T111964,C07357,Darryl Schultz,valerie54@example.com,64.0,Other,Japan,East,Kelseyview,clothing,7.0,11.1,81.84,2026-01-26,Net Banking,Returned
T106566,C05767,Amy Villarreal,bmccormick@example.net,47.0,Other,Canada,North,Katherineview,Cloths,4.0,138.09,525.07,2025-09-15,Net Banking,Completed
T100962,C02528,Russell Nelson,fevans@example.org,,Other,France,Central,Melissafurt,BEAUTY,10.0,98.48,915.53,2026-06-14,Credit Card,Completed
T106923,C03913,Michael Kennedy,juarezbrandy@example.net,20.0,Female,USA,West,Royton,grocery,2.0,342.71,621.7,2025-05-31,Credit Card,Cancelled
T116325,C05780,Tracey Barrett,ymiller@example.net,40.0,Female,Germany,Central,Laneberg,Beauty,4.0,245.77,893.94,2025-07-13,Cash,Pending
T124833,C02770,Edward Norman,bennettjennifer@example.com,25.0,Female,France,Central,East David,Electronics,6.0,94.28,543.1,2024-11-27,Debit Card,Pending
T123152,C00015,Robert Chen,amy61@example.org,,Female,India,South,East Katherineberg,Electronics,8.0,85.02,651.11,2026-02-02,Credit Card,Completed
